drive_id,max_normal_N,smooth_dissipated_work_J,dahl_dissipated_work_J,max_smooth_friction_N,max_dahl_friction_N
1,96.4656142226751,2.14529565179943e-05,6.51059486931204e-05,1.0686727270078,2.09645100859046
2,102.336464573458,7.0440920486399e-05,0.000131629315813188,2.65403882305696,3.78241170130005
3,106.807200321149,0.000175101719545078,0.000401383865786772,2.61612293881851,5.41647622897539
4,92.0503512482598,7.18755119028153e-05,0.000179692763510077,3.99465033912732,3.64462087239588
5,93.3762815215825,2.6973798925302e-05,9.0177801764921e-05,1.58462011914018,3.3631504084588
6,102.966879903437,2.20831183733856e-05,6.90060856470403e-05,0.994072933438806,2.48420727338299
7,92.8351970282713,0.00011124888704822,0.000205411300721808,3.5977964760919,3.73030814431565
8,92.1321081366035,0.000172523736988029,0.000470313601476521,2.70984129001334,5.44209652345529
9,109.411224065133,5.88641115927785e-05,0.000198123626814607,2.01594700099951,3.53054496101703
