time_s,target_x_mm,target_y_mm,target_z_mm,drive_length_command_01_m,drive_length_command_02_m,drive_length_command_03_m,drive_length_command_04_m,drive_length_command_05_m,drive_length_command_06_m,drive_length_command_07_m,drive_length_command_08_m,drive_length_command_09_m,estimated_drive_force_01_N,estimated_drive_force_02_N,estimated_drive_force_03_N,estimated_drive_force_04_N,estimated_drive_force_05_N,estimated_drive_force_06_N,estimated_drive_force_07_N,estimated_drive_force_08_N,estimated_drive_force_09_N
0.25,88.0405591261807,-2.0203114326843,-6.26926490371597,-0.000510350458138922,0.000287711585357488,-0.000565722119880832,0.00173762728687836,0.000162919601330851,0.000178139350481932,-0.00122727682873944,-0.000450631186688331,0.000387582769398896,-11.9070641482255,16.6564897086439,-75.4144647838743,31.6899879048899,-5.60976614836068,24.082857828577,-19.7829237566644,-11.0467235602833,51.3316069552973
0.275,88.0649553630799,-1.93996928159338,-6.27500150795747,-0.000503086885157947,0.000290238949010875,-0.000559053172933418,0.00172637374959056,0.000158066692219495,0.000174488285759201,-0.0012232868644326,-0.000448305641230357,0.00038456488717422,-11.843828228804,16.6016435258285,-74.7131004498476,31.5093099080906,-5.72569097626184,23.8726043890908,-19.6654816792866,-10.8759525495667,50.8404960607569
0.3,88.0892021503052,-1.85981270602181,-6.28119852291671,-0.000495825903643388,0.000292763527421795,-0.000552324997916766,0.00171508273969349,0.000153234622212596,0.000170829902343215,-0.00121925683605011,-0.000445998149634391,0.000381495095573555,-11.7802631021561,16.5461543168789,-74.0063108884608,31.3272378048065,-5.84142542069217,23.6611930718222,-19.5469747026503,-10.7047288961868,50.3451178166386
0.325,88.1132963144061,-1.77986665854341,-6.28785521127399,-0.000488569110398532,0.000295284211517671,-0.000545537778551649,0.00170375513891496,0.000148424714924628,0.00016716491013612,-0.00121518602851642,-0.000443708926442285,0.000378372868415529,-11.7163729959383,16.4900022564348,-73.2941032960978,31.1437764970739,-5.95694750380999,23.4486395915985,-19.4274035011356,-10.5330547526248,49.8454637044993
0.35,88.1372347679048,-1.70015607660316,-6.29497078367692,-0.000481318096681796,0.000297799893795594,-0.00053869170264734,0.00169239183554111,0.000143638286501824,0.000163494018790736,-0.00121107373885931,-0.000441438180297411,0.000375197683856604,-11.6521621520699,16.4331674156991,-72.5764851171087,30.9589312149376,-6.07223556376232,23.2349598066923,-19.3067690628678,-10.3609318519368,49.3415253104163
0.375,88.1610145086852,-1.62070587451098,-6.3025443993394,-0.000474074447756059,0.000300309468720061,-0.000531786962209246,0.00168099372431071,0.000138876645222802,0.000159817937558718,-0.00120691927655464,-0.000439186113942863,0.000371969024650535,-11.587634826767,16.3756297751697,-71.8534640609373,30.7727075175747,-6.18726826120627,23.0201697222621,-19.1850726908077,-10.1883615139635,48.8332943386753
0.4,88.184632619274,-1.54154093540439,-6.31057516666919,-0.000466839742441161,0.000302811833122085,-0.000524823753547898,0.00166956170630414,0.000134141091103344,0.000156137375138813,-0.00120272196386298,-0.000436952924225423,0.000368686378409082,-11.5227952905908,16.3173692376635,-71.1250481195812,30.5851112941574,-6.30202458552447,22.8042854937728,-19.0623160035667,-10.0153446521391,48.3207626258084
0.425,88.2080862660193,-1.46268610318293,-6.31906214392316,-0.000459615552669518,0.000305305886599716,-0.000517802277389224,0.00165809668882747,0.000129432915505448,0.000152453039525151,-0.00119848113615795,-0.000434738802105157,0.000365349237864073,-11.4576478285093,16.2583656416249,-70.391245585372,30.3961487644568,-6.41648386073276,22.5873234303926,-18.9385009359475,-9.8418817808921,47.8039221549794
0.45,88.2313726981645,-1.38416617441688,-6.32800433988859,-0.000452403443045174,0.000307790531919823,-0.000510722738986027,0.0016465995852913,0.000124753400750688,0.000148765637855486,-0.00119419614224611,-0.000432543932670518,0.000361957101130538,-11.3921967399735,16.1985987747095,-69.6520650690654,30.2058264791874,-6.53062575107899,22.3692999983586,-18.8136297392139,-9.66797302363047,47.2827650707069
0.475,88.2544892468232,-1.30600589023284,-6.3374007145897,-0.000445204970406426,0.000310264675420738,-0.000503585348230608,0.00163507131508495,0.000120103819738274,0.000145075876259667,-0.00118986634467852,-0.000430368495159011,0.000358509471970945,-11.3264463390058,16.1380483876339,-68.9075155182288,30.0141513200962,-6.64443026633169,22.1502318243083,-18.6877049810904,-9.49361812130222,46.7572836939205
0.5,88.2774333238523,-1.22822992817904,-6.3472501800177,-0.000438021683391868,0.00031272722741589,-0.000496390319768447,0.00162351280344561,0.000115485435567414,0.000141384459708026,-0.00118549112005373,-0.000428212662983304,0.000355005860060424,-11.260400954302,16.0766942082814,-68.157606235913,29.8211304997968,-6.75787776675808,21.9301356985703,-18.5607295454948,-9.31881644152337,46.2274705373427
0.525,88.3002024206307,-1.15086289407283,-6.3575516008833,-0.000430855122010479,0.000315177102597985,-0.000489137873112874,0.0016119249813227,0.000110899501164718,0.000137692091860014,-0.00118106985931224,-0.000426076603762704,0.00035144578125286,-11.1940649293458,16.0145159560534,-67.4023468995964,29.6267715613519,-6.87094896779085,21.7090285784087,-18.4327066320061,-9.1435669882626,45.6933183211877
0.55,88.3227941067418,-1.07392931383332,-6.36830379539004,-0.000423706817215361,0.000317613220443776,-0.00048182823276062,0.00160030878523781,0.000106347258916201,0.000133999474912865,-0.00117660196802245,-0.000423960479359983,0.000347828757847758,-11.1274426225355,15.9514933564562,-66.6417475803877,29.4310823776063,-6.98362494438375,21.4869275912171,-18.3036397550708,-8.96786841207249,45.1548199891706
0.575,88.3452060285641,-0.997453625301637,-6.37950553602732,-0.000416578290481667,0.000320034505619141,-0.000474461628308182,0.00158866515713965,0.000101829940304228,0.000130307309450413,-0.00117208686665797,-0.000421864445923376,0.000344154318857769,-11.060538407322,15.887606155912,-65.8758187624724,29.2340711502741,-7.09588713505608,21.2638500376558,-18.173532742952,-8.79171902085596,44.6119687248166
0.6,88.3674359077718,-0.921460170051806,-6.39115555038134,-0.000409471053388608,0.000322439888384221,-0.000467038294568962,0.0015769950442549,9.7348765549593e-05,0.000126616294292125,-0.0011675239908663,-0.000419788653933807,0.000340422000276838,-10.993356672359,15.822834136783,-65.1045713627897,29.0357464087819,-7.20771734562674,21.0398133947264,-18.0423897364229,-8.61511679115633,44.0647579680634
0.625,88.389481539748,-0.845973185194812,-6.40325252196272,-0.000402386607205679,0.000324828304998512,-0.000459558471690973,0.00156529939893442,9.29049432585871e-05,0.00012292712634222,-0.00116291279172874,-0.000417733248257099,0.000336631345348757,-10.9259018216632,15.7571571325967,-64.3280167509255,28.8361170088733,-7.31909775263848,20.8148353187803,-17.9102151872101,-8.43805937995824,43.5131814321452
0.65,88.4113407919142,-0.771016795178779,-6.41579509104917,-0.000395326442483412,0.000327198698125843,-0.000452022405275157,0.00155357917849536,8.84996700752858e-05,0.000119240500439044,-0.00115825273601196,-0.000415698368201135,0.000332781904836113,-10.8581782747859,15.6905550434601,-63.546166769204,28.6351921309771,-7.4300109064736,20.5889336484534,-17.7770138561913,-8.26054413698651,42.9572331207506
0.675,88.4330116019776,-0.69661500358799,-6.42878185554173,-0.000388292038648458,0.000329550017238722,-0.000444430346494135,0.00154183534505903,8.41341303392112e-05,0.000115557109204648,-0.00115354330641057,-0.000413684147577933,0.000328873237289487,-10.7901904669936,15.6230078516514,-62.7590337529653,28.4329812783432,-7.54043973416245,20.3621264075234,-17.6427908113497,-8.082568117489,42.3969073454419
0.7,88.4544919761006,-0.622791684943625,-6.44221137183297,-0.000381284863603462,0.000331881219022209,-0.000436782552211308,0.00153006886538472,7.98094957482273e-05,0.000111877642894553,-0.00114878400178126,-0.000411690714770443,0.000324904909316751,-10.721942849459,15.5544956373756,-61.9666305510108,28.2294942749516,-7.6503675418864,20.1344318076829,-17.5075514254926,-7.90412809548926,41.8321987433279
0.725,88.4757799869945,-0.549570576509006,-6.45608215568563,-0.000374306373331579,0.000334191267776895,-0.000429079285100244,0.00151828071069975,7.55269250269641e-05,0.000108202789247822,-0.00114397433736818,-0.00040971819280386,0.000320876495852423,-10.6534398894604,15.4849985946714,-61.1689705462011,28.0247412631975,-7.75977801717731,19.9058682512246,-17.3713013737372,-7.72522057749405,41.2631022949765
0.75,88.4968737719416,-0.47697527010228,-6.47039268312014,-0.000367358011505725,0.000336479135820883,-0.000421320813764243,0.00150647185652558,7.12875636007387e-05,0.000104533233337346,-0.00113911384501986,-0.000407766699421622,0.000316787580426893,-10.5846860705897,15.4144970474558,-60.3660676761889,27.8187327013585,-7.86865523081577,19.6764543336312,-17.2340466307689,-7.54584181664,40.6896133425577
0.775,88.5177715307488,-0.405029203919359,-6.48514139130923,-0.000360441209103057,0.000338743803890561,-0.00041350741285592,0.0014946432825004,6.70925432751171e-05,0.000100869657420465,-0.00113420207339734,-0.000405836347165678,0.000312637755435455,-10.5156858929682,15.3429714656941,-59.5579364542713,27.6114793608478,-7.97698363843053,19.4462088460667,-17.0957934678795,-7.3659878272636,40.1117276082046
0.8,88.5384715236358,-0.333755654370037,-6.50032667947838,-0.000353557384024261,0.000340984261539931,-0.000405639363196823,0.00148279597219821,6.29429819210409e-05,9.7212740789835e-05,-0.00112923858817393,-0.000403927243460972,0.000308426622406988,-10.4464438734704,15.2704024816799,-58.7445919903421,27.402992323259,-8.08474808180209,19.2151507777623,-16.9565484497886,-7.18565439987785,39.5294412125798
0.825,88.5589720690624,-0.263177727930231,-6.51594690981009,-0.000346707940718075,0.000343199507538361,-0.000397716951896856,0.00147093091294445,5.88399831658176e-05,9.35631596246829e-05,-0.00112422297222636,-0.000402039490704179,0.000304153792272176,-10.3769645459534,15.1967709064118,-57.9260500119285,27.1932829772087,-8.19193378987344,18.9832993182925,-16.8163184312553,-7.00483711653838,38.942750693636
0.85,88.5792715414982,-0.193318353013215,-6.53200040835072,-0.000339894269811111,0.000345388550266487,-0.000389740472473508,0.00145904909562861,5.47846360897525e-05,8.99215868423557e-05,-0.00111915482581751,-0.00040017318635624,0.000299818885631152,-10.3072524614936,15.1220577460527,-57.1023268852925,26.9823630149802,-8.29852637947127,18.7506738597358,-16.6751105534866,-6.82353136658148,38.3516530255568
0.875,88.5993683691379,-0.124200271862868,-6.54848546591795,-0.000333117747742945,0.000347550408110089,-0.000381710224970702,0.00144715151451359,5.07780149287818e-05,8.62886919502752e-05,-0.00111403376677066,-0.000398328423038871,0.00029542153302043,-10.2373121886285,15.0462442184574,-56.2734396365802,26.7702444289773,-8.40451185574125,18.517293998715,-16.5329322403489,-6.64173236271617,37.7561456378653
0.9,88.6192610315676,-0.0558460324718419,-6.56540033900755,-0.000326379736406771,0.000349684109851769,-0.000373626516077221,0.00143523916704233,4.68211787829284e-05,8.26651408982366e-05,-0.00110885943063557,-0.000396505288634691,0.000290961375178988,-10.1671483136035,14.9693117697527,-55.4394059729995,26.5569395079909,-8.50987661230127,18.2831795383123,-16.3897911943874,-6.45943515745144,37.1562264346872
0.925,88.6389480573846,0.0117220194722907,-6.58274325069773,-0.000319681582795495,0.000351788695060147,-0.000365489659244541,0.00142331305364157,4.29151713306972e-05,7.9051595931131e-05,-0.00110363147084606,-0.000394703866390844,0.000286438063313414,-10.0967654406233,14.8912420909567,-54.6002443040076,26.3424608332867,-8.61460743111664,18.0483504898532,-16.2456953926634,-6.27663465984008,36.5518938141545
0.95,88.658428021776,0.0784817486099764,-6.6005123915493,-0.000313024618653526,0.000353863214476495,-0.000357299974804035,0.00141137417752311,3.90610205495759e-05,7.5448715442121e-05,-0.00109834955886959,-0.000392924235026064,0.00028185125936191,-10.0261681921066,14.8120171346211,-53.7559737624909,26.1268212745202,-8.7186914821016,17.8128270745555,-16.1006530824136,-6.09332565251954,35.9431466879354
0.975,88.6776995440597,0.144411237898618,-6.61870592050048,-0.000306410160134232,0.000355906730398425,-0.000349057790083377,0.00139942354448275,3.52597384424974e-05,7.18571538262346e-05,-0.0010930133843485,-0.000391166468840923,0.000277200636257139,-9.95536120894453,14.7316191314818,-52.9066142259154,25.9100339854839,-8.82211632245171,17.5766297250377,-15.9546727765394,-5.90950280903014,35.3299845008777
1,88.6967612851923,0.209488796564504,-6.63732196575438,-0.000299839507463234,0.000357918317060578,-0.000340763439522048,0.00138746216269667,3.15123207704771e-05,6.8277561334415e-05,-0.00108762265523343,-0.000389430637831062,0.000272485878187626,-9.88434915076093,14.6500306071026,-52.0521863374313,25.6921123996955,-8.92486989571183,17.3397790866819,-15.8077632489346,-5.72516071139074,34.7124072507494
1.025,88.7156119452479,0.273692968014658,-6.65635862565785,-0.000293313944607632,0.000359897061012082,-0.000332417264785875,0.00137549104251625,2.78197467913077e-05,6.47105839281167e-05,-0.00108217709790862,-0.000387716807803404,0.000267706680857755,-9.81313669617483,14.5672343984957,-51.19271152691,25.4730702258318,-9.02694053058463,17.1022960188473,-15.659933529657,-5.5402938679111,34.0904155080627
1.05,88.7342502608727,0.337002537705495,-6.67581396957012,-0.000286834738951081,0.000361842061490453,-0.000324019614880419,0.00136351119626049,2.41829790045417e-05,6.11568631343484e-05,-0.00107667645730941,-0.000386025040494994,0.000262862751746071,-9.74172854306381,14.4832136707056,-50.3282120318956,25.2529214430173,-9.12831693948504,16.8642015959287,-15.5111928999535,-5.35489673122059,33.4640104359669
