eval_index,objective,duration_s,mean_error_mm,max_error_mm,force_saturation_fraction,near_rate_limit_fraction,force_rate_utilization,max_qddot_norm,endpoint_jerk_norm,max_force_N,max_force_rate_N_per_s,friction_focus_share,friction_d3_share,friction_d9_share,friction_recipient_share,friction_focus_barrier,friction_d3_barrier,friction_d9_barrier,friction_recipient_shortfall,friction_barrier_objective,redistribution_leakage_Nm,redistribution_gain,redistribution_max_bias_m,redistribution_over_transfer_weight,redistribution_recipient_final_force_weight,redistribution_no_increase_weight,constraint_failures,shape_start_duration_s,shape_end_duration_s,knot_log_scale,output_dir,result_file,selection_role
1,1.26019995021778,20,0.178188089680099,0.613472085143166,0.0427807486631016,0.0224598930481283,1.00000068777482,32974.7939343108,1141910.77593561,180,500.00034388741,0.829445539431681,0.602896467482134,0.226549071949547,0.0957637768684067,0.000132686221230582,0.00924970668459004,0,0.00179455864206464,0.149564459544596,2.29103716591134e-18,0.35,4e-05,3,0.12,3,0,0.02,0.02,0 0 0 0 0,D:\RodDrindcontinuum\src\3sec\outputs\three_section_recipient_feasible_formal_study_16eval\optimizer_16eval_n21\evaluations\eval_001,D:\RodDrindcontinuum\src\3sec\outputs\three_section_recipient_feasible_formal_study_16eval\optimizer_16eval_n21\evaluations\eval_001\three_section_dynamic_hard_replay_result.mat,lowest_tracking_error
15,0.949634379226384,20,0.190142730795388,0.820316393358733,0.00530785562632696,0.0276008492569002,1.00000015236142,25116.4494352737,930492.113456139,178.744234023123,500.00007618071,0.811216409037418,0.523559828425377,0.287656580612042,0.0997006506491797,0,0,0,8.96100338365147e-06,8.96100338365147e-05,9.17377100246676e-19,0.2,4e-05,2.3,0.15,2.3,0,0.026,0.014,0.21 0.21 -0.14 -0.14 -0.14,D:\RodDrindcontinuum\src\3sec\outputs\three_section_recipient_feasible_formal_study_16eval\optimizer_16eval_n21\evaluations\eval_015,D:\RodDrindcontinuum\src\3sec\outputs\three_section_recipient_feasible_formal_study_16eval\optimizer_16eval_n21\evaluations\eval_015\three_section_dynamic_hard_replay_result.mat,lowest_d3d9_share
14,0.809471847616323,20,0.181955577050347,0.639814863126013,0.0132596685082873,0.0232044198895028,1.00000212582496,25116.3139895751,501060.450694725,180,500.001062912482,0.818474120852603,0.531733152237991,0.286740968614613,0.098351829795849,0,0,0,0.000271646502185131,0.00271646502185131,9.17377100246676e-19,0.2,4e-05,2.3,0.15,2.3,0,0.026,0.014,0.28 -0.07 -0.07 -0.07 -0.07,D:\RodDrindcontinuum\src\3sec\outputs\three_section_recipient_feasible_formal_study_16eval\optimizer_16eval_n21\evaluations\eval_014,D:\RodDrindcontinuum\src\3sec\outputs\three_section_recipient_feasible_formal_study_16eval\optimizer_16eval_n21\evaluations\eval_014\three_section_dynamic_hard_replay_result.mat,balanced_friction_pareto
