family,case_name,result_file,duration_s,mean_error_mm,max_error_mm,force_saturation_fraction,force_rate_utilization,near_rate_limit_fraction,max_qddot_norm,endpoint_jerk_norm,constraint_failures,pareto_optimal
activity_retime,T17p0s_balanced_m3,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T17p0s_balanced_m3\three_section_dynamic_hard_replay_result.mat,17,0.163725879858643,0.8398684715315,0.0743801652892562,1.00000014587437,0.0454545454545455,2232.88076461123,592.287851421519,0,1
activity_retime,T17p0s_balanced_m4,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T17p0s_balanced_m4\three_section_dynamic_hard_replay_result.mat,17,0.163725879858643,0.8398684715315,0.0743801652892562,1.00000014587437,0.0454545454545455,2232.88076461123,592.287851421519,0,1
activity_retime,T17p0s_balanced_m6,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T17p0s_balanced_m6\three_section_dynamic_hard_replay_result.mat,17,0.163725879858643,0.8398684715315,0.0743801652892562,1.00000014587437,0.0454545454545455,2232.88076461123,592.287851421519,0,1
activity_retime,T17p0s_force_dominant_m4,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T17p0s_force_dominant_m4\three_section_dynamic_hard_replay_result.mat,17,0.162881198589441,0.727607999639396,0.0506155950752394,1.00000014886115,0.0383036935704514,2271.69450559103,651.562039585658,0,1
activity_retime,T17p0s_velocity_dominant_m4,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T17p0s_velocity_dominant_m4\three_section_dynamic_hard_replay_result.mat,17,0.172365939211435,0.958235759118576,0.0765027322404372,1.00000030323509,0.064207650273224,2389.00159772434,865.35715239994,0,0
activity_retime,T17p0s_accel_dominant_m4,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T17p0s_accel_dominant_m4\three_section_dynamic_hard_replay_result.mat,17,0.164160467918233,0.776990886254734,0.0916552667578659,1.00000009438393,0.0314637482900137,1592.73657094747,460.512967385802,0,1
activity_retime,T18p0s_balanced_m3,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T18p0s_balanced_m3\three_section_dynamic_hard_replay_result.mat,18,0.156858217557138,0.615259359118919,0.0352480417754569,1.00000030777908,0.0234986945169713,1566.46174898392,464.92003726882,0,1
activity_retime,T18p0s_balanced_m4,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T18p0s_balanced_m4\three_section_dynamic_hard_replay_result.mat,18,0.156858217557138,0.615259359118919,0.0352480417754569,1.00000030777908,0.0234986945169713,1566.46174898392,464.92003726882,0,1
activity_retime,T18p0s_balanced_m6,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T18p0s_balanced_m6\three_section_dynamic_hard_replay_result.mat,18,0.156858217557138,0.615259359118919,0.0352480417754569,1.00000030777908,0.0234986945169713,1566.46174898392,464.92003726882,0,1
activity_retime,T18p0s_force_dominant_m4,D:\RodDrindcontinuum\src\3sec\outputs\three_section_dynamic_activity_retime_parameter_study\T18p0s_force_dominant_m4\three_section_dynamic_hard_replay_result.mat,18,0.157751237190955,0.613484092609952,0.0301047120418848,1.00000027794596,0.0261780104712042,1582.17600448061,516.983398707069,0,1
