status,label,mu,output_dir,result_file,duration_s,mean_error_mm,max_error_mm,force_saturation_fraction,force_rate_utilization,near_rate_limit_fraction,max_qddot_norm,endpoint_jerk_norm,constraint_failures,max_force_N,max_contact_friction_N,max_contact_normal_N,max_contact_slip_m_per_s,net_contact_work_J
ran,lowest_endpoint_jerk,0.08,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\lowest_endpoint_jerk_mu0p08,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\lowest_endpoint_jerk_mu0p08\three_section_dynamic_hard_replay_result.mat,20,0.143756325441446,0.621898963623106,0.0373931623931624,1.00000067119459,0.0235042735042735,26896.1057150142,452518.59175341,0,180,4.13850123629081,87.9811448638114,0.008861539756105,0.00396666265513465
ran,lowest_endpoint_jerk,0.12,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\lowest_endpoint_jerk_mu0p12,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\lowest_endpoint_jerk_mu0p12\three_section_dynamic_hard_replay_result.mat,20,0.143554732017647,0.614647000316244,0.0395299145299145,1.00000007458882,0.0256410256410256,26854.6607466253,452518.59175341,0,180,6.24954376441174,88.1328577770545,0.00884736416035614,0.00612500067288846
ran,balanced_pareto,0.08,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\balanced_pareto_mu0p08,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\balanced_pareto_mu0p08\three_section_dynamic_hard_replay_result.mat,20,0.143389290806409,0.626580285586436,0.03125,1.00000169128924,0.0269396551724138,21459.4097897405,464757.780446115,0,180,4.17344557392202,87.9824008774625,0.00877422999723971,0.00350912724553205
ran,balanced_pareto,0.12,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\balanced_pareto_mu0p12,D:\RodDrindcontinuum\src\3sec\outputs\three_section_contact_friction_high_order_verification\balanced_pareto_mu0p12\three_section_dynamic_hard_replay_result.mat,20,0.143249727750693,0.619148051314666,0.03125,1.00000117659954,0.0280172413793103,21417.4949553799,464757.780446115,0,180,6.29362331166556,88.1484692077558,0.00875640653813819,0.00562095321734184
